VendorNumber,Brand,Price,PurchasePrice,Total_Sales_Quantity,Total_Sale_Price,Total_Purchase_Quantity,Total_Purchase_Dollars,Total_Freight_Cost
9744,43937,237.99,161.9,,,70932.0,759449.24,3999.93
4425,44754,239.99,156.86,2.0,479.98,2640411.0,27861690.02,144929.24
4425,45297,129.99,83.86,8.0,880.94,2640411.0,27861690.02,144929.24
90024,46140,59.99,34.24,6.0,259.95,59428.0,548855.37,2802.64
2000,47049,43.99,30.34,30.0,529.8,406875.0,3740617.38,19016.59
98450,259,8.99,6.97,,,10463.0,168993.61,856.02
10050,1057,19.99,14.7,,,12798.0,138907.27000000002,732.6
3924,1061,6.99,5.3,1285.0,4424.67,352348.0,2816661.94,14069.87
3960,1092,8.99,7.02,,,5459788.0,50959796.85,257032.07
3924,1096,6.99,5.55,1725.0,4340.79,352348.0,2816661.94,14069.87
17035,1187,19.99,14.92,,,1647558.0,24124091.56,123780.22
9165,2053,25.49,18.88,,,1077527.0,13210613.93,68054.7
9625,2519,16.99,12.87,9.0,50.97,56860.0,361249.21,1933.19
7153,2601,19.99,15.5,,,424427.0,3129071.59,15884.82
9165,2707,44.49,33.45,8.0,265.44,1077527.0,13210613.93,68054.7
8004,3004,299.99,234.37,6.0,1799.94,1417727.0,9916770.26,50293.62
12546,3051,15.49,12.39,,,2737165.0,24203151.05,123880.97
9625,3127,8.99,7.08,,,56860.0,361249.21,1933.19
3960,3143,12.99,10.31,,,5459788.0,50959796.85,257032.07
9206,3674,10.99,8.59,,,40054.0,430945.89,2211.83
8892,3963,14.99,11.36,1768.0,4308.08,352526.0,2252211.31,11595.97
3252,4167,14.99,11.36,,,1858260.0,12289608.09,61966.91
17035,4628,104.99,79.99,999.0,52445.29,1647558.0,24124091.56,123780.22
8112,6044,669.99,523.43,5.0,3349.95,427867.0,9472995.2,48347.26
12546,6062,6.99,5.1,26.0,174.75,2737165.0,24203151.05,123880.97
10754,6416,22.99,14.7,28.0,439.78,553116.0,5665501.53,28720.52
7749,11411,7.79,5.3,,,498.0,18776.87,91.5
17037,11879,65.99,43.99,,,5448.0,72055.3,358.03000000000003
3252,12346,14.99,9.99,12.0,14.99,1858260.0,12289608.09,61966.91
4425,13109,155.99,102.62,,,2640411.0,27861690.02,144929.24
90017,13253,55.49,36.27,,,2280.0,16093.77,80.03
1003,13835,11.99,8.21,1.0,11.99,433.0,2071.9,10.53
10754,14967,11.49,7.46,,,553116.0,5665501.53,28720.52
9552,16452,59.99,40.81,,,1372841.0,10935817.3,55551.82
90024,16559,13.99,8.96,283.0,2888.98,59428.0,548855.37,2802.64
17037,16580,49.99,34.01,2.0,99.98,5448.0,72055.3,358.03000000000003
9552,16589,16.49,10.92,,,1372841.0,10935817.3,55551.82
2000,16680,8.99,5.8,102.0,1048.34,406875.0,3740617.38,19016.59
4425,16689,59.99,37.66,2.0,115.98,2640411.0,27861690.02,144929.24
4425,16690,69.99,41.33,28.0,805.87,2640411.0,27861690.02,144929.24
9819,16964,5.99,3.92,18.0,35.94,497770.0,2978686.4,14836.57
9552,17201,9.79,4.56,2.0,13.58,1372841.0,10935817.3,55551.82
9552,17319,37.99,24.13,,,1372841.0,10935817.3,55551.82
4425,17859,20.99,13.6,,,2640411.0,27861690.02,144929.24
1392,18448,43.99,27.62,15.0,599.9,2325892.0,15573917.9,79528.99
1590,18569,45.99,22.87,17.0,597.87,187841.0,1365472.83,7259.75
7153,19217,23.99,16.43,88.0,698.6999999999999,424427.0,3129071.59,15884.82
10754,19229,99.99,48.32,4.0,143.98,553116.0,5665501.53,28720.52
200,19717,10.99,7.28,,,132.0,1205.16,6.1899999999999995
90024,19867,10.99,3.1,29.0,17.96,59428.0,548855.37,2802.64
9552,20150,114.99,79.3,4.0,344.96999999999997,1372841.0,10935817.3,55551.82
17037,20647,13.49,9.05,,,5448.0,72055.3,358.03000000000003
17037,20655,39.99,27.58,2.0,79.98,5448.0,72055.3,358.03000000000003
9165,20852,59.99,38.7,,,1077527.0,13210613.93,68054.7
9552,20910,21.99,13.6,,,1372841.0,10935817.3,55551.82
9165,20986,13.99,9.58,12.0,13.99,1077527.0,13210613.93,68054.7
9552,21009,25.99,17.44,5.0,77.97,1372841.0,10935817.3,55551.82
4425,21340,105.99,66.66,4.0,399.96,2640411.0,27861690.02,144929.24
4425,21708,22.99,14.83,,,2640411.0,27861690.02,144929.24
9552,22347,15.99,10.88,40.0,346.71,1372841.0,10935817.3,55551.82
516,22403,14.49,9.53,,,228103.0,1628866.68,8510.41
4692,22532,44.99,30.19,,,161002.0,1808146.33,9139.38
4692,22536,29.99,19.86,,,161002.0,1808146.33,9139.38
4692,22538,89.99,59.99,2.0,179.98,161002.0,1808146.33,9139.38
4692,22547,34.99,22.57,3.0,104.97,161002.0,1808146.33,9139.38
4692,22557,45.99,30.87,,,161002.0,1808146.33,9139.38
9552,22726,19.99,10.2,,,1372841.0,10935817.3,55551.82
10754,22861,69.99,45.15,40.0,1609.77,553116.0,5665501.53,28720.52
2876,22864,12.99,8.72,51.0,415.68,771.0,6237.08,31.5
2876,22866,12.99,8.78,69.0,610.53,771.0,6237.08,31.5
7153,22939,654.99,442.56,4.0,1964.97,424427.0,3129071.59,15884.82
2000,23292,439.99,299.31,4.0,879.98,406875.0,3740617.38,19016.59
2000,23308,126.99,87.58,11.0,761.9399999999999,406875.0,3740617.38,19016.59
2000,23322,98.99,64.28,15.0,791.92,406875.0,3740617.38,19016.59
10754,23758,739.99,483.65,,,553116.0,5665501.53,28720.52
10754,23780,81.99,55.03,28.0,1475.82,553116.0,5665501.53,28720.52
10754,24159,99.99,67.56,20.0,899.91,553116.0,5665501.53,28720.52
9552,34139,15.99,10.88,,,1372841.0,10935817.3,55551.82
8892,39653,5.99,2.48,87.0,209.65,352526.0,2252211.31,11595.97
10754,39718,59.99,40.53,77.0,2897.56,553116.0,5665501.53,28720.52
1590,40604,103.99,69.33,,,187841.0,1365472.83,7259.75
1587,40684,55.99,35.37,,,172290.0,1207114.32,6070.09
653,43774,20.49,13.48,,,154092.0,1529682.04,8014.9800000000005
2000,44082,16.99,9.03,1603.0,13461.59,406875.0,3740617.38,19016.59
4425,46684,22.29,10.88,4.0,39.98,2640411.0,27861690.02,144929.24
3664,377,37.99,28.35,1529.0,40573.32,302685.0,5960744.35,30234.420000000002
8004,495,15.99,12.49,91.0,607.62,1417727.0,9916770.26,50293.62
9552,590,5.99,4.61,17.0,83.86,1372841.0,10935817.3,55551.82
12546,629,12.99,9.62,7.0,77.94,2737165.0,24203151.05,123880.97
6213,659,34.99,23.25,1042.0,26315.480000000003,215201.0,1888333.01,9621.58
12546,712,10.99,7.96,102.0,384.65000000000003,2737165.0,24203151.05,123880.97
12546,954,12.99,9.35,22.0,129.9,2737165.0,24203151.05,123880.97
5455,3538,14.99,11.19,,,7158.0,185311.19,937.21
12546,4421,10.99,8.2,837.0,4154.22,2737165.0,24203151.05,123880.97
12546,4690,21.99,17.45,,,2737165.0,24203151.05,123880.97
3924,5224,9.49,7.08,5.0,47.45,352348.0,2816661.94,14069.87
2973,8263,9.99,7.46,,,,,
5992,8518,11.49,8.91,86.0,402.15000000000003,29788.0,310552.87,1567.85
4425,10032,19.99,13.33,235.0,599.6999999999999,2640411.0,27861690.02,144929.24
6785,10057,12.99,8.44,81.0,259.8,375697.0,2693984.33,13605.41
90024,11419,10.99,3.33,,,59428.0,548855.37,2802.64
8892,12021,8.29,5.38,50.0,207.88,352526.0,2252211.31,11595.97
9165,12133,12.99,4.24,31.0,80.47,1077527.0,13210613.93,68054.7
8892,12774,12.99,8.38,16.0,25.98,352526.0,2252211.31,11595.97
90024,13954,8.79,5.82,,,59428.0,548855.37,2802.64
516,13993,7.99,5.4,201.0,279.65000000000003,228103.0,1628866.68,8510.41
90034,15625,27.99,18.54,2.0,27.99,,,
2000,16321,25.99,16.88,16.0,209.94,406875.0,3740617.38,19016.59
1587,16650,11.99,7.99,,,172290.0,1207114.32,6070.09
4425,17330,16.99,8.96,1862.0,15750.06,2640411.0,27861690.02,144929.24
4425,17431,10.99,7.09,119.0,329.7,2640411.0,27861690.02,144929.24
8892,18363,5.99,4.1,167.0,263.56,352526.0,2252211.31,11595.97
10754,18608,8.29,5.33,,,553116.0,5665501.53,28720.52
10754,18662,29.99,14.76,17.0,65.97,553116.0,5665501.53,28720.52
9165,18960,14.49,9.72,,,1077527.0,13210613.93,68054.7
2000,19052,21.99,14.76,2.0,43.98,406875.0,3740617.38,19016.59
653,19259,10.99,7.48,48.0,81.92,154092.0,1529682.04,8014.9800000000005
90024,21211,14.99,10.27,,,59428.0,548855.37,2802.64
653,21301,13.99,9.52,2.0,25.98,154092.0,1529682.04,8014.9800000000005
9815,21374,7.49,5.13,444.0,509.32,888385.0,5258636.79,27100.41
7749,22722,24.99,16.77,,,498.0,18776.87,91.5
6280,23228,39.99,25.97,,,243.0,2966.31,15.26
4425,35998,14.99,9.86,,,2640411.0,27861690.02,144929.24
9815,43354,6.49,4.05,12.0,9.99,888385.0,5258636.79,27100.41
4425,44703,13.49,8.7,610.0,1227.59,2640411.0,27861690.02,144929.24
4425,44704,11.49,7.56,633.0,1057.08,2640411.0,27861690.02,144929.24
4425,45246,10.99,7.23,5418.0,12318.76,2640411.0,27861690.02,144929.24
2000,45253,22.99,15.33,,,406875.0,3740617.38,19016.59
3950,194,29.99,22.55,43.0,599.8,1137.0,24035.96,117.52000000000001
3960,364,7.99,5.83,229.0,655.1700000000001,5459788.0,50959796.85,257032.07
3960,374,6.99,4.99,,,5459788.0,50959796.85,257032.07
3960,530,14.99,11.27,37.0,404.73,5459788.0,50959796.85,257032.07
12546,608,29.99,23.43,6.0,179.94,2737165.0,24203151.05,123880.97
9552,643,9.99,7.57,,,1372841.0,10935817.3,55551.82
3960,1294,14.99,11.99,37.0,134.91,5459788.0,50959796.85,257032.07
10754,1679,199.99,135.13,,,553116.0,5665501.53,28720.52
9165,1806,29.99,22.89,,,1077527.0,13210613.93,68054.7
653,2000,15.99,11.67,10.0,127.92,154092.0,1529682.04,8014.9800000000005
9625,2065,11.99,9.44,5.0,59.95,56860.0,361249.21,1933.19
9625,2070,11.99,8.69,4.0,47.96,56860.0,361249.21,1933.19
9165,2263,39.99,20.28,2.0,27.99,1077527.0,13210613.93,68054.7
9165,2642,49.49,39.59,,,1077527.0,13210613.93,68054.7
8663,2774,6.99,4.99,,,151.0,2452.29,12.44
17035,3003,179.99,135.33,,,1647558.0,24124091.56,123780.22
9165,3111,22.99,16.66,16.0,344.84999999999997,1077527.0,13210613.93,68054.7
12546,3115,16.99,12.4,,,2737165.0,24203151.05,123880.97
9815,3167,6.99,5.3,,,888385.0,5258636.79,27100.41
4425,3440,27.99,22.39,51.0,923.67,2640411.0,27861690.02,144929.24
8663,3471,10.99,8.45,,,151.0,2452.29,12.44
8663,3473,10.99,8.2,4.0,43.96,151.0,2452.29,12.44
3950,3810,22.49,16.18,1.0,22.49,1137.0,24035.96,117.52000000000001
9165,4616,74.99,54.34,42.0,2339.61,1077527.0,13210613.93,68054.7
8663,4828,7.99,6.05,,,151.0,2452.29,12.44
5992,5021,11.99,8.75,8.0,95.92,29788.0,310552.87,1567.85
1128,5086,8.99,7.08,,,1006122.0,13529433.08,68601.68
480,5181,29.99,23.99,3.0,89.97,1427075.0,17624378.72,89286.27
3960,5526,13.99,10.21,,,5459788.0,50959796.85,257032.07
12546,6064,6.99,4.99,4.0,27.96,2737165.0,24203151.05,123880.97
1485,8598,16.99,12.87,,,105220.0,1679383.91,8497.59
9165,9132,5.99,3.86,,,1077527.0,13210613.93,68054.7
8673,10122,23.99,15.86,21.0,332.85999999999996,419822.0,3086650.7,15919.7
9744,11997,93.99,54.83,4.0,254.96999999999997,70932.0,759449.24,3999.93
4425,12464,9.99,6.57,,,2640411.0,27861690.02,144929.24
90047,12784,12.99,8.96,21.0,196.86,26349.0,287189.9,1457.73
1003,13897,2.79,1.9,,,433.0,2071.9,10.53
10754,13920,10.99,7.23,144.0,109.9,553116.0,5665501.53,28720.52
90010,13987,18.99,12.25,,,8530.0,102639.51,524.94
10754,14082,15.99,10.66,3.0,31.98,553116.0,5665501.53,28720.52
9552,14334,145.9,91.21,3.0,269.98,1372841.0,10935817.3,55551.82
7749,14542,329.99,193.54,1.0,299.99,498.0,18776.87,91.5
7749,14545,399.9,230.26,3.0,1049.97,498.0,18776.87,91.5
4425,14573,19.99,13.79,1.0,19.99,2640411.0,27861690.02,144929.24
1650,14834,17.99,10.32,54.0,215.88,3320.0,42554.340000000004,211.97
2242,14961,4.79,3.17,58.0,105.38,192642.0,1561444.63,7982.65
4425,15234,44.99,19.3,3.0,119.97,2640411.0,27861690.02,144929.24
2000,15239,56.99,36.23,1.0,53.99,406875.0,3740617.38,19016.59
4425,15455,58.99,39.86,,,2640411.0,27861690.02,144929.24
17035,15768,24.99,17.0,5.0,135.96,1647558.0,24124091.56,123780.22
9165,16192,1333.99,843.44,1.0,1222.99,1077527.0,13210613.93,68054.7
9165,16281,43.99,19.86,3.0,59.98,1077527.0,13210613.93,68054.7
1590,16331,12.99,7.33,,,187841.0,1365472.83,7259.75
3252,16360,7.79,5.12,36.0,41.97,1858260.0,12289608.09,61966.91
9165,16922,22.99,14.93,,,1077527.0,13210613.93,68054.7
4425,16991,97.99,46.66,26.0,699.9,2640411.0,27861690.02,144929.24
4425,17095,7.29,5.03,,,2640411.0,27861690.02,144929.24
9165,17282,41.99,19.59,6.0,115.96,1077527.0,13210613.93,68054.7
90024,17365,24.99,16.66,,,59428.0,548855.37,2802.64
10754,17385,36.49,17.8,19.0,311.88,553116.0,5665501.53,28720.52
10754,17401,44.99,29.6,,,553116.0,5665501.53,28720.52
10754,17405,184.99,86.36,19.0,531.96,553116.0,5665501.53,28720.52
10754,17406,119.99,64.18,10.0,474.95,553116.0,5665501.53,28720.52
10754,17409,391.99,246.66,4.0,739.98,553116.0,5665501.53,28720.52
9165,17677,52.99,23.28,5.0,67.98,1077527.0,13210613.93,68054.7
4425,17854,57.99,38.09,,,2640411.0,27861690.02,144929.24
90024,17958,11.49,6.07,24.0,17.98,59428.0,548855.37,2802.64
4425,18093,66.99,44.66,5.0,267.96,2640411.0,27861690.02,144929.24
4425,18099,460.99,315.75,12.0,2765.94,2640411.0,27861690.02,144929.24
9552,18199,64.99,41.37,41.0,1439.76,1372841.0,10935817.3,55551.82
9552,18206,44.99,26.14,,,1372841.0,10935817.3,55551.82
9552,18211,84.99,43.62,2.0,129.98,1372841.0,10935817.3,55551.82
516,18277,48.99,32.88,,,228103.0,1628866.68,8510.41
4692,18403,41.99,27.44,,,161002.0,1808146.33,9139.38
9165,18418,34.99,15.64,1.0,22.99,1077527.0,13210613.93,68054.7
9165,18633,347.99,221.47,,,1077527.0,13210613.93,68054.7
4425,18945,125.99,58.1,6.0,257.96999999999997,2640411.0,27861690.02,144929.24
8320,19208,9.99,6.7,,,69127.0,624979.64,3151.92
7749,19290,12.99,8.84,,,498.0,18776.87,91.5
9552,19418,95.99,64.42,79.0,4511.53,1372841.0,10935817.3,55551.82
9552,19422,33.99,19.35,,,1372841.0,10935817.3,55551.82
9552,19427,49.99,32.67,3.0,99.98,1372841.0,10935817.3,55551.82
9552,19455,10.99,7.53,,,1372841.0,10935817.3,55551.82
9552,19459,424.99,279.6,2.0,424.99,1372841.0,10935817.3,55551.82
7749,19586,41.99,28.76,3.0,83.98,498.0,18776.87,91.5
7749,19608,31.99,22.06,1.0,31.99,498.0,18776.87,91.5
2000,19633,37.99,24.51,12.0,417.89000000000004,406875.0,3740617.38,19016.59
2000,19685,29.99,20.13,6.0,29.99,406875.0,3740617.38,19016.59
90024,20206,33.99,22.51,,,59428.0,548855.37,2802.64
4692,20271,44.99,29.79,,,161002.0,1808146.33,9139.38
4692,20274,49.99,34.48,2.0,99.98,161002.0,1808146.33,9139.38
4692,20275,51.99,24.99,2.0,36.99,161002.0,1808146.33,9139.38
4692,20288,33.99,22.07,,,161002.0,1808146.33,9139.38
4692,20290,28.99,18.95,,,161002.0,1808146.33,9139.38
4692,20292,26.99,17.53,,,161002.0,1808146.33,9139.38
2000,20463,9.99,6.75,,,406875.0,3740617.38,19016.59
7153,20615,7.99,5.44,,,424427.0,3129071.59,15884.82
4425,20878,36.99,24.99,4.0,110.97,2640411.0,27861690.02,144929.24
1590,20887,11.99,6.62,11.0,71.94,187841.0,1365472.83,7259.75
9552,20971,15.99,10.59,,,1372841.0,10935817.3,55551.82
9815,21375,7.49,4.96,361.0,531.79,888385.0,5258636.79,27100.41
9552,21675,49.99,33.11,,,1372841.0,10935817.3,55551.82
10754,22109,6.99,3.26,,,553116.0,5665501.53,28720.52
90024,22295,6.99,3.3,,,59428.0,548855.37,2802.64
4692,22535,59.99,25.32,4.0,116.97,161002.0,1808146.33,9139.38
4692,22539,44.99,29.6,4.0,89.98,161002.0,1808146.33,9139.38
4692,22541,44.99,29.21,,,161002.0,1808146.33,9139.38
4692,22545,45.99,30.46,,,161002.0,1808146.33,9139.38
4692,22552,34.99,23.64,2.0,69.98,161002.0,1808146.33,9139.38
4425,23073,71.99,46.75,,,2640411.0,27861690.02,144929.24
7255,23126,13.99,8.1,716.0,5683.26,16493.0,128895.69,648.71
4425,23648,21.99,14.19,,,2640411.0,27861690.02,144929.24
3252,24095,3.99,2.7,455.0,215.46,1858260.0,12289608.09,61966.91
4425,24183,85.99,55.84,10.0,495.93999999999994,2640411.0,27861690.02,144929.24
4425,24494,9.99,6.8,204.0,189.81,2640411.0,27861690.02,144929.24
8892,29130,5.99,4.13,28.0,23.96,352526.0,2252211.31,11595.97
4425,31978,21.99,9.45,23.0,153.89000000000001,2640411.0,27861690.02,144929.24
2000,35399,5.79,3.74,,,406875.0,3740617.38,19016.59
10754,35957,19.99,13.69,105.0,821.43,553116.0,5665501.53,28720.52
8112,35995,44.99,31.03,,,427867.0,9472995.2,48347.26
4425,36047,21.99,14.86,2.0,43.98,2640411.0,27861690.02,144929.24
10754,36066,279.99,193.1,,,553116.0,5665501.53,28720.52
10754,36067,58.99,29.45,11.0,300.93,553116.0,5665501.53,28720.52
9552,38830,171.99,111.1,1.0,169.99,1372841.0,10935817.3,55551.82
653,41948,21.99,14.96,6.0,109.94999999999999,154092.0,1529682.04,8014.9800000000005
10754,42933,12.99,8.6,15.0,168.87,553116.0,5665501.53,28720.52
2000,43021,19.99,13.24,37.0,62.97,406875.0,3740617.38,19016.59
9552,43387,39.99,19.35,5.0,29.99,1372841.0,10935817.3,55551.82
4692,44666,39.99,17.0,28.0,299.88,161002.0,1808146.33,9139.38
9552,44842,155.9,102.73,,,1372841.0,10935817.3,55551.82
10754,45649,115.99,75.81,2.0,115.99,553116.0,5665501.53,28720.52
90024,46723,39.99,27.02,,,59428.0,548855.37,2802.64
660,105,4.49,3.35,1.0,4.49,503931.0,3537977.55,17932.33
5992,647,6.99,5.18,,,29788.0,310552.87,1567.85
5992,666,6.99,5.38,,,29788.0,310552.87,1567.85
9165,70,18.99,13.96,14.0,299.88,1077527.0,13210613.93,68054.7
7153,3535,14.99,11.19,,,424427.0,3129071.59,15884.82
9625,5025,13.99,11.19,,,56860.0,361249.21,1933.19
12546,5083,10.99,8.26,43.0,428.61,2737165.0,24203151.05,123880.97
8320,5459,29.49,22.01,12.0,353.88,69127.0,624979.64,3151.92
9815,6769,6.99,4.54,,,888385.0,5258636.79,27100.41
4692,13654,12.99,6.57,12.0,91.92,161002.0,1808146.33,9139.38
9815,21309,14.99,10.06,61.0,276.77,888385.0,5258636.79,27100.41
6785,26828,12.99,3.94,27.0,47.92,375697.0,2693984.33,13605.41
90011,40753,12.99,8.6,25.0,38.97,5072.0,46940.17,238.60999999999999
90011,40767,13.99,9.03,31.0,97.93,5072.0,46940.17,238.60999999999999
1128,3467,18.99,13.66,138.0,930.5099999999999,1006122.0,13529433.08,68601.68
7245,3860,11.99,9.22,111.0,577.66,682042.0,7588029.9,38994.78
7153,16974,8.99,6.03,,,424427.0,3129071.59,15884.82
3252,17485,10.99,7.53,1384.0,6703.26,1858260.0,12289608.09,61966.91
480,28323,7.49,4.83,129.0,559.75,1427075.0,17624378.72,89286.27
653,41947,12.99,8.66,8.0,64.95,154092.0,1529682.04,8014.9800000000005
17035,291,64.99,48.14,,,1647558.0,24124091.56,123780.22
9552,690,21.99,16.53,,,1372841.0,10935817.3,55551.82
10754,898,94.99,63.75,9.0,664.93,553116.0,5665501.53,28720.52
9815,4046,9.99,7.46,,,888385.0,5258636.79,27100.41
8112,4109,2699.99,2109.37,3.0,8099.969999999999,427867.0,9472995.2,48347.26
4425,13568,39.99,27.39,,,2640411.0,27861690.02,144929.24
1392,15471,9.99,6.49,,,2325892.0,15573917.9,79528.99
10754,17399,99.99,53.37,9.0,631.92,553116.0,5665501.53,28720.52
9165,17747,27.99,17.99,9.0,195.92999999999998,1077527.0,13210613.93,68054.7
7153,17873,9.99,6.66,,,424427.0,3129071.59,15884.82
4425,17933,92.99,64.13,7.0,278.96999999999997,2640411.0,27861690.02,144929.24
9552,18208,139.9,82.18,,,1372841.0,10935817.3,55551.82
653,19088,28.99,17.53,12.0,111.96,154092.0,1529682.04,8014.9800000000005
1392,19246,9.99,6.57,105.0,199.8,2325892.0,15573917.9,79528.99
2000,19506,19.99,13.79,,,406875.0,3740617.38,19016.59
5612,20137,6.79,4.44,,,267.0,1824.18,9.46
1392,21636,58.99,38.56,,,2325892.0,15573917.9,79528.99
4425,21711,24.99,16.66,93.0,1174.53,2640411.0,27861690.02,144929.24
1587,21980,65.99,44.59,15.0,659.9,172290.0,1207114.32,6070.09
9552,22053,324.99,215.23,3.0,324.99,1372841.0,10935817.3,55551.82
90047,22575,62.99,41.44,,,26349.0,287189.9,1457.73
10754,22858,28.99,18.7,5.0,144.95,553116.0,5665501.53,28720.52
4425,26105,35.99,24.32,167.0,2915.19,2640411.0,27861690.02,144929.24
9165,29554,31.99,21.61,,,1077527.0,13210613.93,68054.7
7749,39711,69.99,45.45,,,498.0,18776.87,91.5
4692,40577,38.99,26.17,,,161002.0,1808146.33,9139.38
4692,44680,28.99,18.91,,,161002.0,1808146.33,9139.38
4425,45597,74.99,48.38,,,2640411.0,27861690.02,144929.24
8112,45980,65.99,39.99,64.0,2459.59,427867.0,9472995.2,48347.26
10754,46841,45.99,31.29,,,553116.0,5665501.53,28720.52
3960,829,14.99,10.71,2009.0,599.6,5459788.0,50959796.85,257032.07
1128,938,29.99,22.55,914.0,18383.87,1006122.0,13529433.08,68601.68
6213,967,31.99,24.8,8.0,255.92,215201.0,1888333.01,9621.58
60,3401,14.99,11.1,,,4732.0,76770.25,367.52
3252,15333,11.99,7.94,206.0,335.72,1858260.0,12289608.09,61966.91
9552,19889,32.99,16.1,,,1372841.0,10935817.3,55551.82
10754,22470,12.99,8.84,18.0,155.88,553116.0,5665501.53,28720.52
9552,28538,14.99,9.8,23.0,74.95,1372841.0,10935817.3,55551.82
8673,34333,9.99,6.45,6.0,61.95,419822.0,3086650.7,15919.7
17035,39843,8.99,6.16,110.0,71.92,1647558.0,24124091.56,123780.22
1587,44172,8.99,6.03,12.0,69.93,172290.0,1207114.32,6070.09
12546,335,22.99,17.16,18.0,22.99,2737165.0,24203151.05,123880.97
9165,2297,11.99,8.69,,,1077527.0,13210613.93,68054.7
480,4028,11.99,7.99,14.0,27.98,1427075.0,17624378.72,89286.27
4425,9110,16.99,12.22,,,2640411.0,27861690.02,144929.24
4425,12149,35.99,23.99,76.0,1763.51,2640411.0,27861690.02,144929.24
90047,13890,8.29,5.64,1.0,8.29,26349.0,287189.9,1457.73
2000,26939,43.99,22.57,113.0,4057.02,406875.0,3740617.38,19016.59
9819,37682,10.99,7.14,3.0,32.97,497770.0,2978686.4,14836.57
90011,44220,33.99,21.47,52.0,930.73,5072.0,46940.17,238.60999999999999
4425,11556,354.99,202.7,,,2640411.0,27861690.02,144929.24
4425,11559,354.99,204.07,,,2640411.0,27861690.02,144929.24
4425,11561,354.99,201.34,,,2640411.0,27861690.02,144929.24
2000,11629,45.49,29.93,,,406875.0,3740617.38,19016.59
9552,11743,7.49,4.9,12.0,7.49,1372841.0,10935817.3,55551.82
4425,11917,205.99,137.33,4.0,411.98,2640411.0,27861690.02,144929.24
4425,12570,249.9,150.32,2.0,229.99,2640411.0,27861690.02,144929.24
4425,13064,87.99,56.77,27.0,599.9399999999999,2640411.0,27861690.02,144929.24
90024,13888,7.99,1.93,5.0,14.950000000000001,59428.0,548855.37,2802.64
10754,14398,165.99,108.84,,,553116.0,5665501.53,28720.52
4425,14681,389.99,259.99,2.0,779.98,2640411.0,27861690.02,144929.24
4425,14683,95.99,65.3,27.0,1994.81,2640411.0,27861690.02,144929.24
516,15036,55.99,37.33,10.0,395.94,228103.0,1628866.68,8510.41
10754,15694,342.99,222.22,1.0,339.99,553116.0,5665501.53,28720.52
9552,16304,18.99,12.49,,,1372841.0,10935817.3,55551.82
9815,16450,16.99,11.4,,,888385.0,5258636.79,27100.41
9165,16780,84.99,57.04,,,1077527.0,13210613.93,68054.7
10754,17383,99.99,65.78,,,553116.0,5665501.53,28720.52
5612,17888,3.79,2.51,,,267.0,1824.18,9.46
10754,18635,19.99,13.51,96.0,160.92999999999998,553116.0,5665501.53,28720.52
516,18808,11.99,8.05,,,228103.0,1628866.68,8510.41
2000,18825,7.99,3.37,,,406875.0,3740617.38,19016.59
9165,18958,10.49,7.23,,,1077527.0,13210613.93,68054.7
4425,19388,7.79,2.62,,,2640411.0,27861690.02,144929.24
7153,19503,98.99,67.34,2.0,193.98,424427.0,3129071.59,15884.82
8112,19687,153.99,101.31,18.0,1231.92,427867.0,9472995.2,48347.26
4425,19714,219.99,146.66,,,2640411.0,27861690.02,144929.24
9165,19801,7.99,5.44,,,1077527.0,13210613.93,68054.7
2000,19823,147.99,96.73,,,406875.0,3740617.38,19016.59
9165,19828,7.99,5.33,12.0,7.99,1077527.0,13210613.93,68054.7
4425,20361,72.99,47.71,,,2640411.0,27861690.02,144929.24
4692,20667,184.99,124.99,1.0,184.99,161002.0,1808146.33,9139.38
9165,20680,40.99,26.97,6.0,122.97,1077527.0,13210613.93,68054.7
9165,20681,69.99,46.35,,,1077527.0,13210613.93,68054.7
4425,20879,144.99,99.99,,,2640411.0,27861690.02,144929.24
4425,20881,134.99,87.66,,,2640411.0,27861690.02,144929.24
4425,20882,519.99,353.73,,,2640411.0,27861690.02,144929.24
10754,21443,204.99,102.59,6.0,315.98,553116.0,5665501.53,28720.52
90047,22262,17.99,12.07,12.0,17.99,26349.0,287189.9,1457.73
9744,22432,214.99,138.7,2.0,214.99,70932.0,759449.24,3999.93
10754,23767,529.99,363.01,,,553116.0,5665501.53,28720.52
10754,24229,45.99,30.66,7.0,275.94,553116.0,5665501.53,28720.52
10754,24231,45.99,29.86,2.0,91.98,553116.0,5665501.53,28720.52
4425,25718,749.99,487.01,5.0,1499.98,2640411.0,27861690.02,144929.24
4425,41614,36.99,24.99,120.0,3536.07,2640411.0,27861690.02,144929.24
12546,808,8.99,6.66,3.0,26.97,2737165.0,24203151.05,123880.97
12546,3322,19.99,15.26,,,2737165.0,24203151.05,123880.97
12546,6621,7.99,6.39,,,2737165.0,24203151.05,123880.97
8673,39438,6.99,4.57,30.0,166.28,419822.0,3086650.7,15919.7
8892,11174,9.99,6.66,65.0,249.75,352526.0,2252211.31,11595.97
90024,13396,10.99,7.14,,,59428.0,548855.37,2802.64
480,4202,0.0,11.19,,,1427075.0,17624378.72,89286.27
6785,17989,11.99,8.05,69.0,287.76,375697.0,2693984.33,13605.41
8664,3573,99.99,74.21,199.0,14278.49,314035.0,3666478.72,18544.49
8004,8289,59.99,43.79,689.0,27475.420000000002,1417727.0,9916770.26,50293.62
